date,metric,value
2021-05-01,London,99.6
2021-06-01,London,101.4
2021-07-01,London,106.1
2021-08-01,London,109.2
2021-09-01,London,110.0
2021-10-01,London,111.2
2021-11-01,London,111.5
2021-12-01,London,111.2
2022-01-01,London,111.8
2022-02-01,London,111.7
2022-03-01,London,112.3
2022-04-01,London,113.5
2022-05-01,London,115.4
2022-06-01,London,115.6
2022-07-01,London,116.4
2022-08-01,London,116.8
2022-09-01,London,118.3
2022-10-01,London,118.4
2022-11-01,London,119.0
2022-12-01,London,118.8
2023-01-01,London,118.4
2023-02-01,London,118.7
2023-03-01,London,120.5
2021-05-01,UK,98.6
2021-06-01,UK,97.7
2021-07-01,UK,97.6
2021-08-01,UK,99.8
2021-09-01,UK,101.7
2021-10-01,UK,102.6
2021-11-01,UK,103.3
2021-12-01,UK,103.8
2022-01-01,UK,104.8
2022-02-01,UK,105.9
2022-03-01,UK,107.1
2022-04-01,UK,107.8
2022-05-01,UK,108.5
2022-06-01,UK,109.3
2022-07-01,UK,109.7
2022-08-01,UK,110.3
2022-09-01,UK,110.4
2022-10-01,UK,110.8
2022-11-01,UK,111.1
2022-12-01,UK,111.8
2023-01-01,UK,111.7
2023-02-01,UK,112.7
2023-03-01,UK,114.4